gene	score_guild	rank
123099	0.00012077294691614142	199
1233	0.00012077294691614142	200
1236	0.00012077294691614142	201
1237	0.00012077294691614142	202
124944	0.00012077294691614142	203
125111	0.00012077294691614142	204
125150	0.00012077294691614142	205
125981	0.00012077294691614142	206
125988	0.00012077294691614142	207
125997	0.00012077294691614142	208
126003	0.00012077294691614142	209
126074	0.00012077294691614142	210
126638	0.00012077294691614142	211
126792	0.00012077294691614142	212
126961	0.00012077294691614142	213
1270	0.00012077294691614142	214
128312	0.00012077294691614142	215
128506	0.00012077294691614142	216
128674	0.00012077294691614142	217
128866	0.00012077294691614142	218
129521	0.00012077294691614142	219
131118	0.00012077294691614142	220
131669	0.00012077294691614142	221
131890	0.00012077294691614142	222
132243	0.00012077294691614142	223
1325	0.00012077294691614142	224
1329	0.00012077294691614142	225
132946	0.00012077294691614142	226
1337	0.00012077294691614142	227
133746	0.00012077294691614142	228
1339	0.00012077294691614142	229
134353	0.00012077294691614142	230
134510	0.00012077294691614142	231
134526	0.00012077294691614142	232
1351	0.00012077294691614142	233
135154	0.00012077294691614142	234
135458	0.00012077294691614142	235
135644	0.00012077294691614142	236
1359	0.00012077294691614142	237
136	0.00012077294691614142	238
136991	0.00012077294691614142	239
1370	0.00012077294691614142	240
137075	0.00012077294691614142	241
137362	0.00012077294691614142	242
1376	0.00012077294691614142	243
1381	0.00012077294691614142	244
1382	0.00012077294691614142	245
138474	0.00012077294691614142	246
1392	0.00012077294691614142	247
139341	0.00012077294691614142	248
139760	0.00012077294691614142	249
1398	0.00012077294691614142	250
140596	0.00012077294691614142	251
140679	0.00012077294691614142	252
140687	0.00012077294691614142	253
140735	0.00012077294691614142	254
140801	0.00012077294691614142	255
140850	0.00012077294691614142	256
140881	0.00012077294691614142	257
1409	0.00012077294691614142	258
1410	0.00012077294691614142	259
1411	0.00012077294691614142	260
1415	0.00012077294691614142	261
1420	0.00012077294691614142	262
1421	0.00012077294691614142	263
1427	0.00012077294691614142	264
142940	0.00012077294691614142	265
143244	0.00012077294691614142	266
1437	0.00012077294691614142	267
144193	0.00012077294691614142	268
144699	0.00012077294691614142	269
1447	0.00012077294691614142	270
1448	0.00012077294691614142	271
145173	0.00012077294691614142	272
145258	0.00012077294691614142	273
145264	0.00012077294691614142	274
1459	0.00012077294691614142	275
146	0.00012077294691614142	276
1464	0.00012077294691614142	277
146456	0.00012077294691614142	278
146712	0.00012077294691614142	279
146850	0.00012077294691614142	280
147	0.00012077294691614142	281
1475	0.00012077294691614142	282
148170	0.00012077294691614142	283
1489	0.00012077294691614142	284
1490	0.00012077294691614142	285
149018	0.00012077294691614142	286
149111	0.00012077294691614142	287
149371	0.00012077294691614142	288
150094	0.00012077294691614142	289
150465	0.00012077294691614142	290
1511	0.00012077294691614142	291
1519	0.00012077294691614142	292
152189	0.00012077294691614142	293
152831	0.00012077294691614142	294
1536	0.00012077294691614142	295
1537	0.00012077294691614142	296
154	0.00012077294691614142	297
154064	0.00012077294691614142	298
1544	0.00012077294691614142	299
1548	0.00012077294691614142	300
1553	0.00012077294691614142	301
155382	0.00012077294691614142	302
155465	0.00012077294691614142	303
157855	0.00012077294691614142	304
1581	0.00012077294691614142	305
1582	0.00012077294691614142	306
1585	0.00012077294691614142	307
1586	0.00012077294691614142	308
158835	0.00012077294691614142	309
158983	0.00012077294691614142	310
1593	0.00012077294691614142	311
1602	0.00012077294691614142	312
1610	0.00012077294691614142	313
161725	0.00012077294691614142	314
161882	0.00012077294691614142	315
164153	0.00012077294691614142	316
165679	0.00012077294691614142	317
165918	0.00012077294691614142	318
1667	0.00012077294691614142	319
1668	0.00012077294691614142	320
1669	0.00012077294691614142	321
1670	0.00012077294691614142	322
1671	0.00012077294691614142	323
1672	0.00012077294691614142	324
1673	0.00012077294691614142	325
1675	0.00012077294691614142	326
1678	0.00012077294691614142	327
169522	0.00012077294691614142	328
170589	0.00012077294691614142	329
170689	0.00012077294691614142	330
171546	0.00012077294691614142	331
1719	0.00012077294691614142	332
1767	0.00012077294691614142	333
1777	0.00012077294691614142	334
1791	0.00012077294691614142	335
181	0.00012077294691614142	336
1812	0.00012077294691614142	337
1828	0.00012077294691614142	338
183	0.00012077294691614142	339
1839	0.00012077294691614142	340
1840	0.00012077294691614142	341
1843	0.00012077294691614142	342
1844	0.00012077294691614142	343
1846	0.00012077294691614142	344
1848	0.00012077294691614142	345
186	0.00012077294691614142	346
1870	0.00012077294691614142	347
1874	0.00012077294691614142	348
189	0.00012077294691614142	349
1891	0.00012077294691614142	350
1892	0.00012077294691614142	351
1903	0.00012077294691614142	352
1906	0.00012077294691614142	353
192111	0.00012077294691614142	354
1943	0.00012077294691614142	355
1945	0.00012077294691614142	356
1947	0.00012077294691614142	357
1949	0.00012077294691614142	358
1958	0.00012077294691614142	359
1960	0.00012077294691614142	360
1961	0.00012077294691614142	361
1978	0.00012077294691614142	362
1991	0.00012077294691614142	363
199834	0.00012077294691614142	364
200895	0.00012077294691614142	365
2021	0.00012077294691614142	366
2026	0.00012077294691614142	367
203245	0.00012077294691614142	368
2041	0.00012077294691614142	369
2049	0.00012077294691614142	370
2056	0.00012077294691614142	371
2069	0.00012077294691614142	372
2091	0.00012077294691614142	373
2119	0.00012077294691614142	374
2125	0.00012077294691614142	375
2149	0.00012077294691614142	376
2151	0.00012077294691614142	377
2167	0.00012077294691614142	378
2178	0.00012077294691614142	379
2188	0.00012077294691614142	380
219	0.00012077294691614142	381
2194	0.00012077294691614142	382
220074	0.00012077294691614142	383
2206	0.00012077294691614142	384
221078	0.00012077294691614142	385
221613	0.00012077294691614142	386
221823	0.00012077294691614142	387
221830	0.00012077294691614142	388
221914	0.00012077294691614142	389
222537	0.00012077294691614142	390
222663	0.00012077294691614142	391
2230	0.00012077294691614142	392
2237	0.00012077294691614142	393
2239	0.00012077294691614142	394
2248	0.00012077294691614142	395
2249	0.00012077294691614142	396
225	0.00012077294691614142	397
2251	0.00012077294691614142	398
2254	0.00012077294691614142	399
2255	0.00012077294691614142	400
2271	0.00012077294691614142	401
2277	0.00012077294691614142	402
22802	0.00012077294691614142	403
22803	0.00012077294691614142	404
22845	0.00012077294691614142	405
22856	0.00012077294691614142	406
22863	0.00012077294691614142	407
22914	0.00012077294691614142	408
22919	0.00012077294691614142	409
22926	0.00012077294691614142	410
22934	0.00012077294691614142	411
23012	0.00012077294691614142	412
23071	0.00012077294691614142	413
23137	0.00012077294691614142	414
23191	0.00012077294691614142	415
23212	0.00012077294691614142	416
23220	0.00012077294691614142	417
23235	0.00012077294691614142	418
23237	0.00012077294691614142	419
23246	0.00012077294691614142	420
23252	0.00012077294691614142	421
23258	0.00012077294691614142	422
23283	0.00012077294691614142	423
23307	0.00012077294691614142	424
23309	0.00012077294691614142	425
23354	0.00012077294691614142	426
23365	0.00012077294691614142	427
23389	0.00012077294691614142	428
23409	0.00012077294691614142	429
23417	0.00012077294691614142	430
2342	0.00012077294691614142	431
23424	0.00012077294691614142	432
23471	0.00012077294691614142	433
23493	0.00012077294691614142	434
23495	0.00012077294691614142	435
23551	0.00012077294691614142	436
23554	0.00012077294691614142	437
23566	0.00012077294691614142	438
23568	0.00012077294691614142	439
2357	0.00012077294691614142	440
2358	0.00012077294691614142	441
23581	0.00012077294691614142	442
2359	0.00012077294691614142	443
23592	0.00012077294691614142	444
23594	0.00012077294691614142	445
23600	0.00012077294691614142	446
23607	0.00012077294691614142	447
23643	0.00012077294691614142	448
23645	0.00012077294691614142	449
23649	0.00012077294691614142	450
23704	0.00012077294691614142	451
23708	0.00012077294691614142	452
23741	0.00012077294691614142	453
23753	0.00012077294691614142	454
23779	0.00012077294691614142	455
24138	0.00012077294691614142	456
24147	0.00012077294691614142	457
24148	0.00012077294691614142	458
245802	0.00012077294691614142	459
245908	0.00012077294691614142	460
245909	0.00012077294691614142	461
245911	0.00012077294691614142	462
245913	0.00012077294691614142	463
245927	0.00012077294691614142	464
245928	0.00012077294691614142	465
245929	0.00012077294691614142	466
245930	0.00012077294691614142	467
245932	0.00012077294691614142	468
245934	0.00012077294691614142	469
245936	0.00012077294691614142	470
245937	0.00012077294691614142	471
245938	0.00012077294691614142	472
245939	0.00012077294691614142	473
245972	0.00012077294691614142	474
246184	0.00012077294691614142	475
246721	0.00012077294691614142	476
246778	0.00012077294691614142	477
248	0.00012077294691614142	478
250	0.00012077294691614142	479
251	0.00012077294691614142	480
2520	0.00012077294691614142	481
2526	0.00012077294691614142	482
2527	0.00012077294691614142	483
253430	0.00012077294691614142	484
2535	0.00012077294691614142	485
2549	0.00012077294691614142	486
254910	0.00012077294691614142	487
255308	0.00012077294691614142	488
255626	0.00012077294691614142	489
256126	0.00012077294691614142	490
256297	0.00012077294691614142	491
256933	0.00012077294691614142	492
257202	0.00012077294691614142	493
257313	0.00012077294691614142	494
25842	0.00012077294691614142	495
2587	0.00012077294691614142	496
25906	0.00012077294691614142	497
25920	0.00012077294691614142	498
25928	0.00012077294691614142	499
25929	0.00012077294691614142	500
259296	0.00012077294691614142	501
2595	0.00012077294691614142	502
25978	0.00012077294691614142	503
26020	0.00012077294691614142	504
260434	0.00012077294691614142	505
26063	0.00012077294691614142	506
26065	0.00012077294691614142	507
2619	0.00012077294691614142	508
26239	0.00012077294691614142	509
26251	0.00012077294691614142	510
26253	0.00012077294691614142	511
26281	0.00012077294691614142	512
26290	0.00012077294691614142	513
26330	0.00012077294691614142	514
26353	0.00012077294691614142	515
2646	0.00012077294691614142	516
2647	0.00012077294691614142	517
26508	0.00012077294691614142	518
26517	0.00012077294691614142	519
26519	0.00012077294691614142	520
26524	0.00012077294691614142	521
26574	0.00012077294691614142	522
26575	0.00012077294691614142	523
26577	0.00012077294691614142	524
26589	0.00012077294691614142	525
2661	0.00012077294691614142	526
266722	0.00012077294691614142	527
267020	0.00012077294691614142	528
26747	0.00012077294691614142	529
268	0.00012077294691614142	530
2688	0.00012077294691614142	531
2691	0.00012077294691614142	532
2693	0.00012077294691614142	533
2695	0.00012077294691614142	534
2696	0.00012077294691614142	535
2697	0.00012077294691614142	536
2700	0.00012077294691614142	537
27022	0.00012077294691614142	538
2703	0.00012077294691614142	539
2706	0.00012077294691614142	540
27076	0.00012077294691614142	541
27092	0.00012077294691614142	542
27097	0.00012077294691614142	543
27121	0.00012077294691614142	544
27123	0.00012077294691614142	545
27175	0.00012077294691614142	546
27178	0.00012077294691614142	547
27180	0.00012077294691614142	548
27232	0.00012077294691614142	549
27243	0.00012077294691614142	550
27246	0.00012077294691614142	551
27258	0.00012077294691614142	552
27287	0.00012077294691614142	553
27297	0.00012077294691614142	554
27301	0.00012077294691614142	555
27302	0.00012077294691614142	556
27304	0.00012077294691614142	557
27329	0.00012077294691614142	558
27333	0.00012077294691614142	559
27339	0.00012077294691614142	560
27340	0.00012077294691614142	561
27345	0.00012077294691614142	562
27350	0.00012077294691614142	563
2740	0.00012077294691614142	564
2746	0.00012077294691614142	565
2747	0.00012077294691614142	566
2767	0.00012077294691614142	567
2769	0.00012077294691614142	568
2781	0.00012077294691614142	569
2785	0.00012077294691614142	570
279	0.00012077294691614142	571
2790	0.00012077294691614142	572
2791	0.00012077294691614142	573
2793	0.00012077294691614142	574
280	0.00012077294691614142	575
2811	0.00012077294691614142	576
2812	0.00012077294691614142	577
2814	0.00012077294691614142	578
2815	0.00012077294691614142	579
2817	0.00012077294691614142	580
2826	0.00012077294691614142	581
282679	0.00012077294691614142	582
2829	0.00012077294691614142	583
2832	0.00012077294691614142	584
283254	0.00012077294691614142	585
2833	0.00012077294691614142	586
2834	0.00012077294691614142	587
2837	0.00012077294691614142	588
283871	0.00012077294691614142	589
284098	0.00012077294691614142	590
2843	0.00012077294691614142	591
284359	0.00012077294691614142	592
2845	0.00012077294691614142	593
2847	0.00012077294691614142	594
28514	0.00012077294691614142	595
285613	0.00012077294691614142	596
285643	0.00012077294691614142	597
286053	0.00012077294691614142	598
2864	0.00012077294691614142	599
2876	0.00012077294691614142	600
2880	0.00012077294691614142	601
2882	0.00012077294691614142	602
28958	0.00012077294691614142	603
28986	0.00012077294691614142	604
28998	0.00012077294691614142	605
2904	0.00012077294691614142	606
2906	0.00012077294691614142	607
29071	0.00012077294691614142	608
29078	0.00012077294691614142	609
29088	0.00012077294691614142	610
29103	0.00012077294691614142	611
29107	0.00012077294691614142	612
29128	0.00012077294691614142	613
2919	0.00012077294691614142	614
292	0.00012077294691614142	615
2920	0.00012077294691614142	616
2921	0.00012077294691614142	617
2938	0.00012077294691614142	618
2939	0.00012077294691614142	619
2961	0.00012077294691614142	620
29777	0.00012077294691614142	621
2979	0.00012077294691614142	622
2980	0.00012077294691614142	623
29802	0.00012077294691614142	624
2981	0.00012077294691614142	625
2984	0.00012077294691614142	626
2986	0.00012077294691614142	627
29880	0.00012077294691614142	628
29882	0.00012077294691614142	629
29928	0.00012077294691614142	630
29935	0.00012077294691614142	631
29947	0.00012077294691614142	632
29978	0.00012077294691614142	633
2998	0.00012077294691614142	634
3000	0.00012077294691614142	635
3001	0.00012077294691614142	636
3003	0.00012077294691614142	637
3004	0.00012077294691614142	638
3005	0.00012077294691614142	639
3008	0.00012077294691614142	640
3009	0.00012077294691614142	641
3012	0.00012077294691614142	642
3013	0.00012077294691614142	643
3014	0.00012077294691614142	644
3017	0.00012077294691614142	645
3018	0.00012077294691614142	646
3024	0.00012077294691614142	647
3039	0.00012077294691614142	648
3043	0.00012077294691614142	649
3046	0.00012077294691614142	650
3047	0.00012077294691614142	651
3050	0.00012077294691614142	652
3060	0.00012077294691614142	653
3062	0.00012077294691614142	654
3078	0.00012077294691614142	655
30816	0.00012077294691614142	656
30833	0.00012077294691614142	657
30849	0.00012077294691614142	658
30851	0.00012077294691614142	659
31	0.00012077294691614142	660
3109	0.00012077294691614142	661
3112	0.00012077294691614142	662
3113	0.00012077294691614142	663
3118	0.00012077294691614142	664
3120	0.00012077294691614142	665
3127	0.00012077294691614142	666
3133	0.00012077294691614142	667
314	0.00012077294691614142	668
3169	0.00012077294691614142	669
3175	0.00012077294691614142	670
317772	0.00012077294691614142	671
3188	0.00012077294691614142	672
320	0.00012077294691614142	673
3204	0.00012077294691614142	674
3221	0.00012077294691614142	675
3222	0.00012077294691614142	676
3240	0.00012077294691614142	677
3250	0.00012077294691614142	678
326340	0.00012077294691614142	679
3280	0.00012077294691614142	680
3281	0.00012077294691614142	681
329	0.00012077294691614142	682
3291	0.00012077294691614142	683
33	0.00012077294691614142	684
3304	0.00012077294691614142	685
3306	0.00012077294691614142	686
3309	0.00012077294691614142	687
3310	0.00012077294691614142	688
3337	0.00012077294691614142	689
333932	0.00012077294691614142	690
3351	0.00012077294691614142	691
337	0.00012077294691614142	692
3375	0.00012077294691614142	693
337876	0.00012077294691614142	694
3381	0.00012077294691614142	695
3383	0.00012077294691614142	696
338328	0.00012077294691614142	697
338382	0.00012077294691614142	698
338567	0.00012077294691614142	699
339	0.00012077294691614142	700
339345	0.00012077294691614142	701
339403	0.00012077294691614142	702
3397	0.00012077294691614142	703
339745	0.00012077294691614142	704
3399	0.00012077294691614142	705
339983	0.00012077294691614142	706
340348	0.00012077294691614142	707
340485	0.00012077294691614142	708
341	0.00012077294691614142	709
341116	0.00012077294691614142	710
341392	0.00012077294691614142	711
3430	0.00012077294691614142	712
343035	0.00012077294691614142	713
343637	0.00012077294691614142	714
3439	0.00012077294691614142	715
3443	0.00012077294691614142	716
3447	0.00012077294691614142	717
3448	0.00012077294691614142	718
345456	0.00012077294691614142	719
3456	0.00012077294691614142	720
345630	0.00012077294691614142	721
345643	0.00012077294691614142	722
345651	0.00012077294691614142	723
3458	0.00012077294691614142	724
346	0.00012077294691614142	725
346562	0.00012077294691614142	726
347148	0.00012077294691614142	727
347688	0.00012077294691614142	728
348110	0.00012077294691614142	729
3483	0.00012077294691614142	730
3487	0.00012077294691614142	731
3488	0.00012077294691614142	732
3489	0.00012077294691614142	733
348980	0.00012077294691614142	734
35	0.00012077294691614142	735
353091	0.00012077294691614142	736
353131	0.00012077294691614142	737
353132	0.00012077294691614142	738
353133	0.00012077294691614142	739
353135	0.00012077294691614142	740
353137	0.00012077294691614142	741
353139	0.00012077294691614142	742
353140	0.00012077294691614142	743
353141	0.00012077294691614142	744
353142	0.00012077294691614142	745
353143	0.00012077294691614142	746
353144	0.00012077294691614142	747
353145	0.00012077294691614142	748
353376	0.00012077294691614142	749
3543	0.00012077294691614142	750
3549	0.00012077294691614142	751
3552	0.00012077294691614142	752
3558	0.00012077294691614142	753
356	0.00012077294691614142	754
3562	0.00012077294691614142	755
3577	0.00012077294691614142	756
3579	0.00012077294691614142	757
3586	0.00012077294691614142	758
3589	0.00012077294691614142	759
359	0.00012077294691614142	760
3592	0.00012077294691614142	761
3593	0.00012077294691614142	762
3596	0.00012077294691614142	763
3598	0.00012077294691614142	764
360205	0.00012077294691614142	765
3604	0.00012077294691614142	766
362	0.00012077294691614142	767
3622	0.00012077294691614142	768
3623	0.00012077294691614142	769
3625	0.00012077294691614142	770
3626	0.00012077294691614142	771
3627	0.00012077294691614142	772
3630	0.00012077294691614142	773
3640	0.00012077294691614142	774
3641	0.00012077294691614142	775
3642	0.00012077294691614142	776
3651	0.00012077294691614142	777
3656	0.00012077294691614142	778
3667	0.00012077294691614142	779
3690	0.00012077294691614142	780
3692	0.00012077294691614142	781
3707	0.00012077294691614142	782
3713	0.00012077294691614142	783
3714	0.00012077294691614142	784
3725	0.00012077294691614142	785
3726	0.00012077294691614142	786
3727	0.00012077294691614142	787
3739	0.00012077294691614142	788
3741	0.00012077294691614142	789
374378	0.00012077294691614142	790
3746	0.00012077294691614142	791
374907	0.00012077294691614142	792
374946	0.00012077294691614142	793
375189	0.00012077294691614142	794
3754	0.00012077294691614142	795
3764	0.00012077294691614142	796
3767	0.00012077294691614142	797
377630	0.00012077294691614142	798
3779	0.00012077294691614142	799
378807	0.00012077294691614142	800
378884	0.00012077294691614142	801
3792	0.00012077294691614142	802
3804	0.00012077294691614142	803
3812	0.00012077294691614142	804
3814	0.00012077294691614142	805
382	0.00012077294691614142	806
3822	0.00012077294691614142	807
3832	0.00012077294691614142	808
3833	0.00012077294691614142	809
3838	0.00012077294691614142	810
384	0.00012077294691614142	811
3848	0.00012077294691614142	812
3849	0.00012077294691614142	813
3858	0.00012077294691614142	814
387082	0.00012077294691614142	815
387103	0.00012077294691614142	816
387332	0.00012077294691614142	817
387496	0.00012077294691614142	818
387509	0.00012077294691614142	819
387836	0.00012077294691614142	820
387990	0.00012077294691614142	821
388531	0.00012077294691614142	822
388552	0.00012077294691614142	823
388585	0.00012077294691614142	824
388662	0.00012077294691614142	825
389400	0.00012077294691614142	826
389692	0.00012077294691614142	827
39	0.00012077294691614142	828
3902	0.00012077294691614142	829
390243	0.00012077294691614142	830
3906	0.00012077294691614142	831
390874	0.00012077294691614142	832
390916	0.00012077294691614142	833
3915	0.00012077294691614142	834
392188	0.00012077294691614142	835
3929	0.00012077294691614142	836
3931	0.00012077294691614142	837
394263	0.00012077294691614142	838
3952	0.00012077294691614142	839
3960	0.00012077294691614142	840
3963	0.00012077294691614142	841
397	0.00012077294691614142	842
3976	0.00012077294691614142	843
3998	0.00012077294691614142	844
400830	0.00012077294691614142	845
400916	0.00012077294691614142	846
401190	0.00012077294691614142	847
4014	0.00012077294691614142	848
401447	0.00012077294691614142	849
402	0.00012077294691614142	850
403	0.00012077294691614142	851
403314	0.00012077294691614142	852
403339	0.00012077294691614142	853
4040	0.00012077294691614142	854
404672	0.00012077294691614142	855
4049	0.00012077294691614142	856
4050	0.00012077294691614142	857
4060	0.00012077294691614142	858
4064	0.00012077294691614142	859
4066	0.00012077294691614142	860
4067	0.00012077294691614142	861
4092	0.00012077294691614142	862
4094	0.00012077294691614142	863
4100	0.00012077294691614142	864
4102	0.00012077294691614142	865
412	0.00012077294691614142	866
4121	0.00012077294691614142	867
4124	0.00012077294691614142	868
414062	0.00012077294691614142	869
4142	0.00012077294691614142	870
414325	0.00012077294691614142	871
4153	0.00012077294691614142	872
4157	0.00012077294691614142	873
4158	0.00012077294691614142	874
4159	0.00012077294691614142	875
4160	0.00012077294691614142	876
4161	0.00012077294691614142	877
4175	0.00012077294691614142	878
4189	0.00012077294691614142	879
4199	0.00012077294691614142	880
4214	0.00012077294691614142	881
4215	0.00012077294691614142	882
4236	0.00012077294691614142	883
4246	0.00012077294691614142	884
4247	0.00012077294691614142	885
4250	0.00012077294691614142	886
4282	0.00012077294691614142	887
4283	0.00012077294691614142	888
429	0.00012077294691614142	889
4296	0.00012077294691614142	890
4298	0.00012077294691614142	891
4302	0.00012077294691614142	892
4312	0.00012077294691614142	893
4316	0.00012077294691614142	894
431704	0.00012077294691614142	895
4318	0.00012077294691614142	896
4324	0.00012077294691614142	897
4326	0.00012077294691614142	898
434	0.00012077294691614142	899
4353	0.00012077294691614142	900
440093	0.00012077294691614142	901
440145	0.00012077294691614142	902
440567	0.00012077294691614142	903
440686	0.00012077294691614142	904
440689	0.00012077294691614142	905
440738	0.00012077294691614142	906
441531	0.00012077294691614142	907
441933	0.00012077294691614142	908
4438	0.00012077294691614142	909
4477	0.00012077294691614142	910
4487	0.00012077294691614142	911
448835	0.00012077294691614142	912
4508	0.00012077294691614142	913
4509	0.00012077294691614142	914
4512	0.00012077294691614142	915
4513	0.00012077294691614142	916
4514	0.00012077294691614142	917
4519	0.00012077294691614142	918
4535	0.00012077294691614142	919
4536	0.00012077294691614142	920
4537	0.00012077294691614142	921
4538	0.00012077294691614142	922
4539	0.00012077294691614142	923
4540	0.00012077294691614142	924
4541	0.00012077294691614142	925
4586	0.00012077294691614142	926
4608	0.00012077294691614142	927
4617	0.00012077294691614142	928
4622	0.00012077294691614142	929
4626	0.00012077294691614142	930
4635	0.00012077294691614142	931
4636	0.00012077294691614142	932
4643	0.00012077294691614142	933
